"SYMBOL","СTO_1","СTO_2","СTO_3","СTO_4","СTO_5","СTO_6","СTO_7","СTO_8","СTO_9","СTO_10"
"PRPF38B",2781.00751124218,3206.54759867819,1993.39823262935,2515.0124999792,2618.61869362461,2109.54636185643,2320.50742272042,2854.27806766903,3396.70055809159,3076.57874628579
"PRPF39",1603.34892820185,1406.17551741217,1109.6082164152,1203.16995335117,1368.4680900401,1051.40566105765,1096.74118631077,1382.68398189804,1812.32774667002,1451.19067566171
"PRPF4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPF40A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPF40B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPF4B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRPF6",5463.25282969684,5654.94376498006,4715.80124648433,6666.50868550816,5359.44700592709,5459.80487326222,5126.19776659164,5172.87431174766,5735.75273287073,5822.49235886895
"PRPS1",1433.09886911376,1265.80319343251,1613.88581132308,2090.77968045888,1454.46434958355,1303.09808286254,1262.03792166037,1224.80299005188,1151.22701372004,1122.40294502541
"PRPS2",423.835232034876,513.351071347723,415.867523320463,476.295887198908,563.463948586061,312.66947912204,334.683256517214,365.887600900789,367.964874395048,349.784043642974
"PRPSAP1",1423.22635678858,1305.42680691253,1437.87774082118,1182.67628894286,1269.72570019906,1342.24309123128,1234.69019872469,1168.44512852408,936.027609399831,1194.6336117258
"PRPSAP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRR11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRR12",1950.09580400206,1560.49376394427,1568.09148723396,1102.72700141813,1747.52138813628,1248.04560954484,1507.29922854471,1850.17036013338,1730.86686535961,1506.02110456035
"PRR13",2486.40801133576,2237.66496733241,3386.8140571167,2738.74211990717,3015.78269609136,3015.44324394104,2287.83728782703,2722.95287471432,3265.34062060747,3472.24063553889
"PRR14",2602.53499410805,1956.35589283262,1885.41001354121,1705.34460423225,1636.72130786314,2691.535170217,1693.04302941758,2028.88929590193,2768.67002641504,3466.83315918159
"PRR14L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRR22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRR5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRR5L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRR7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRC2B",15004.3556255047,17180.2349801298,8265.65951426277,9355.62798780605,13666.6629717828,10418.3204700834,12888.3817207803,16707.6144163403,21321.8000793969,11927.2285408996
"PRRC2C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRG4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRT2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRT3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRRX1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRSS23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRSS27",58.6150900295579,72.2060993679199,111.284487777605,49.1540749201842,82.1004218676287,85.2968616692538,43.0911946986725,59.5509489191267,68.9583177381167,91.8168436237356
"PRSS36",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRSS50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRSS53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRTFDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRUNE2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PRX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSAP",123313.039033401,99607.2841341876,158753.977020525,124768.255143803,164689.896422946,149355.478838247,127463.882812815,119580.225429459,130028.996654403,153788.388053215
"PSAT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSD4",913.280218453551,763.190641167758,1325.35750707661,850.225277160754,1008.63834371116,937.337690850101,598.466827860915,1407.25903282745,1346.103034472,985.186881747444
"PSEN1",3090.18796749034,2691.47460680945,3669.1109888188,3547.95419599824,3031.36421959247,3309.45156444266,2905.3893142432,2972.02052858728,4120.56084524489,3723.96760852733
"PSEN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSENEN",1786.51609936677,1317.03428304745,2507.26365297218,1722.10561671064,1440.05911200532,1877.67514474213,1190.90043815918,1273.07765534726,1460.54655266552,1869.95799459996
"PSIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSKH1",946.817438692558,1095.25632032926,967.659954045433,910.70841954473,1059.2306415795,1247.68789835183,1281.02447107846,1188.21014519698,1058.61679128045,848.446911564417
"PSMA1",2700.6709665214,2708.29722191277,2834.69200330794,3037.98525172457,3171.83678307635,3199.07207588082,2739.82326642104,2454.52826666233,2438.99245960371,2780.14002648561
"PSMA2",3940.48741672364,4297.89891497355,4531.90626653515,4249.49536036527,4495.54061894995,5079.61187950756,4369.67107518037,3675.69079081882,3714.99270048072,4263.92956445408
"PSMA3",3591.89946585036,3230.193153574,4186.35270785957,4196.19044786224,3489.19463926428,4045.75794896772,2953.97592583278,3332.79076467111,3528.98234698008,3833.91591214465
"PSMA4",2460.17623195324,2354.03401643461,2770.15182128065,2864.7190800321,2732.7542090596,3123.33921042947,2528.10035198192,2336.06239999139,2344.16031607485,2767.52030884795
"PSMA5",1939.16442983322,1778.40419249134,1893.00937784802,2298.69751235213,1918.52725335734,3135.17217788014,1567.75594997153,1639.98763184394,1681.29440880333,2289.63197696253
"PSMA6",3214.55308789055,2876.18743437079,3518.05858979451,4237.51974446326,3323.09704199038,3871.16859088086,3117.22462235005,2687.88498451638,3016.59409907218,3534.64957530582
"PSMA7",5597.65760416177,5344.51182696074,6649.19378252586,8295.68367416396,7640.19943582706,7527.35456143972,7079.25530420218,5174.63015309093,5456.977555075,5725.66765656344
"PSMB1",4949.88117465055,4716.3528560827,5615.28695757397,4995.60720348181,5260.91185246843,6498.77119657019,5606.00288965301,4717.21615707897,4754.8972928426,5680.59635673151
"PSMB10",1731.46040499201,1542.49043234543,2222.71556430154,2005.36145269214,1345.54917640252,2442.10485636729,1346.3629561348,1325.27765372622,1646.81152593794,1301.69048010427
"PSMB2",2657.18828724602,3114.76832082928,3641.37118911397,3002.94481132791,3307.24960152467,3886.11945146332,2837.93260475844,3108.56775869055,2272.03097002627,3602.37434790602
"PSMB4",6957.80445313008,6570.62678218387,8390.71412410311,8531.76229231876,7473.99516547189,7608.41796168894,7130.42929664587,6332.1844956098,7380.41456346294,6688.19662012078
"PSMB5",1767.5855150863,1914.14603839467,2099.41409419523,2271.54704081417,3609.85185086168,2029.3531809104,2007.36776322341,1699.97093339456,1855.89160749409,1837.67030094739
"PSMB6",1939.41107336864,2284.89720331291,2392.58556997695,2260.72831165495,2715.51287765906,2769.44771476433,2715.09860462977,2298.76542765614,1927.86203493917,2677.31590484343
"PSMB7",4837.52281590113,5975.35733086847,4629.70464195899,6461.29418084689,5414.39493380375,5819.45171404731,5442.86769923667,4670.00191514869,4842.55061784105,5294.35707148809
"PSMC1",1352.08442208757,1295.67672511778,1504.12625761095,1568.07574756427,1094.77790256054,1516.41961631966,1454.58830571837,1268.51237949384,1294.49490319223,1326.37027446004
"PSMC2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMC3",2782.9347496304,3421.72014020874,3905.13517416151,3906.26323081186,3657.43073535319,4229.97675823519,3649.6266130596,3171.17452071493,2856.26811506383,3529.94307949609
"PSMC3IP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMC4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMC5",4087.5226474423,4363.68963706114,5202.3359333921,5353.50157959597,4629.72716381555,4861.19822778564,4675.08815433975,4364.19295832389,3985.01462296769,4921.5707786234
"PSMC6",1970.71955952768,1881.00483153084,2103.36352837765,2078.77843234962,1947.4271766337,1969.04189036675,2010.97978624848,1932.48449419425,2005.37193713664,1985.60998245778
"PSMD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMD10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMD11",3816.88927949338,2770.39501496045,4289.42305595658,2812.91621448051,3878.66505444001,6855.63721685225,2567.87433749682,2428.76682308684,2115.14961802415,3532.06661402428
"PSMD12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMD13",3753.7050790876,4419.7584436567,3741.98224995243,4850.95090906238,4604.11216783946,5538.66569100246,3859.31472652773,4365.15230860901,3628.12469448976,4226.24260375451
"PSMD14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMD2",5854.00454999845,5374.71199370289,8469.22302937854,7425.05322101668,7200.36667385307,7654.12808622932,6408.25930389772,5544.77645705478,6162.9266256452,6645.52253878253
"PSMD3",15891.0790679752,5468.50004280949,6663.88550389705,14181.2603887561,18099.0727693391,5752.18283534787,5606.8567581979,5344.6379459125,4697.42520791609,6275.19447190513
"PSMD4",6118.62406309629,4760.87232391803,6414.5740678917,6542.86120648617,4849.24636864211,5679.64969472914,5570.10261117304,4743.61306434636,5725.20037643349,5689.51162169492
"PSMD5",1193.71294722053,1153.59291424078,1018.50680367644,1511.05679157378,1273.58618758639,964.023347819486,1112.21312318065,1155.96883842296,1313.1473895528,1210.75299786085
"PSMD6",2880.26956752852,3375.49831868062,3086.37512753434,3763.50854657402,3528.04267900589,3237.40757876711,3444.31374004404,3447.85557560746,3208.89843574596,3791.01174520783
"PSMD7",2137.27742007333,2000.04210258658,2417.0241973551,2007.57485703058,2493.62334821859,2635.59954060204,2132.97306061718,1930.20159980071,1765.30846019245,1974.58686317278
"PSMD8",7702.0678988056,4667.73213094539,10294.5288086362,6255.04371065193,5144.30992548342,6711.14137852949,6190.79267634598,4704.468617348,4361.10398491515,5373.11926271027
"PSMD9",1031.60047800229,908.881114867097,1075.94778725757,1068.20962103304,988.852784139582,1414.89277445702,1179.82242189285,1146.24152437566,1105.16434094966,1327.45826300955
"PSME1",4108.13599960656,3437.61283459781,5238.88779286836,5027.26265541774,4002.35919152547,4349.4074781559,3766.41618826271,3694.33994716043,4291.09020380498,4720.36294042638
"PSME2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSME3",3867.37031865757,4358.10418626629,5259.02176273525,4343.75544219686,4586.72510351761,3812.67449793086,3575.02555553956,4694.80092138773,3728.51244661763,4611.75017319619
"PSME4",2741.87554165362,3374.5052304412,3349.03228289248,3056.41685244246,4009.89116541436,2406.96642112547,1876.13822539057,2001.76290316727,2541.80273490231,2750.29940723752
"PSMF1",6868.1035271557,6275.3216318168,5663.84680214611,6945.512219623,6519.13895722925,6964.78983464582,6827.09812855122,6544.56234439104,6875.71046098348,6317.67877607586
"PSMG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMG2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSMG3",467.176344947578,416.271845558949,504.135913701689,521.944429359695,538.335341203567,762.946730335158,349.214238893234,422.6229405572,386.45025379144,500.594467417775
"PSMG4",475.545008821501,517.254209836124,509.015959155553,610.529706802232,513.696002729706,682.393186164863,517.298806547649,476.724588848821,439.565189591651,469.201481859758
"PSPC1",1193.25755557319,1244.69426854223,1251.50135559547,1333.16852164456,1519.59470395697,1027.98533050461,961.449962768577,1268.65083254758,1195.67145943997,1344.82681224104
"PSPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSRC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSTK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSTPIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PSTPIP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTAFR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTAR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTBP1",7635.497814591,7206.68341167968,6300.0176356727,6397.39366565659,7010.68997044354,5461.8232370299,4988.12359316231,6281.88291642272,7632.35018064652,6476.34181535726
"PTBP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTBP3",1900.03323199261,1556.50294951394,1876.71704952822,2466.31816471073,2567.29621738608,1485.06409793567,1205.80917106751,1749.52876827978,1883.12341387187,1546.40720834389
"PTCD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTCD3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTCH1",910.234410056008,1047.15939323911,808.953791117628,870.460066816043,763.305971992956,752.707503392749,1004.08698822277,881.392788677746,723.347183827846,517.897875468655
"PTCH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTDSS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTDSS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTENP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGDS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGES2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGES3",7357.51912487612,7312.57406974099,8493.34303573111,8707.03151500844,9652.65341906532,7068.68844587026,7110.00058373277,7975.70148952531,8122.36364596496,8458.02214213841
"PTGFRN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGIS",300.540596134985,386.152649081097,621.331710509778,253.577290206408,430.349346912774,183.795117345493,673.828172196854,795.281676660689,343.622913237311,160.993655243651
"PTGR1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTGS2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTK2",4239.89781582427,2688.0666805274,4392.25591963653,3440.71794764985,3361.37440471364,2922.20540365892,2892.09825810684,2620.85113075265,4025.65070982385,4045.21774838245
"PTK2B",2996.11565598744,2094.09682944013,2983.28021178072,3040.81488220393,2771.03690262298,4028.37265756394,2437.17836183951,3133.41066838259,2671.00720210324,2364.38628204369
"PTK6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTK7",1204.40630422962,821.694954462743,756.351020853974,394.50996052656,813.155864793714,1023.21243837634,284.191005055806,680.535451384404,1119.5619660925,797.053940691956
"PTMA",24975.8622466841,22641.706877281,18797.150056452,31672.6217030062,29575.487929891,22774.1724417872,18468.8287704116,22222.475492494,23018.431604232,21070.4877305114
"PTMS",26411.2670549689,21865.1226027813,21154.2421118307,17620.6837455773,16437.133441272,22432.2686069802,19084.8114579144,24603.6482532809,28678.5973273799,26637.553905318
"PTN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTOV1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTP4A1",6146.28594444454,6140.02379864909,6748.57851223754,5894.19613737935,7795.91133496362,5423.50419746954,4633.38566253998,5123.69514018819,3933.69939074596,5353.53937699734
"PTP4A2",8069.82718060856,6920.28124897483,7819.2819308786,7477.27848311152,5845.64245706949,7202.04565595135,9973.95035663383,8655.19681235524,8589.03978396598,9469.49269903404
"PTPDC1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPMT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN1",5824.69127661211,4126.8128461145,5311.59849703803,9340.36426932359,6141.07458130046,4490.17342464237,3629.17083003862,5499.37921490094,4654.38882193226,7067.91033932567
"PTPN11",8322.71976473845,10104.9641347626,11104.6352833926,10773.4428446587,9455.04446334478,4999.68829174432,12425.3419774299,9792.09132269822,9149.01260047893,6601.65487200901
"PTPN12",6493.6703500222,5310.63039883387,6228.94744715273,5031.08975643095,6733.26092328432,5131.08130993248,5521.12033356823,6290.47685120606,6185.03009593434,4886.31190635343
"PTPN13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN18",3770.42387744925,4054.6305929636,3654.54442951966,3645.23168641412,3786.88087830864,3678.60558406123,3052.10274558535,3928.73265163716,3487.10524115002,3725.06504293372
"PTPN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN23",4350.87480805599,4230.33232246391,3958.33006750595,2702.48160647096,4275.08288887405,4403.69519413963,3615.79681368826,4665.65864128588,5182.15884660609,4838.28366335927
"PTPN3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN4",843.391466837653,897.463952383029,859.888919841254,901.406216023589,880.928181587727,691.30155569722,1071.03767831059,853.063024633044,1061.60845599669,802.904025948802
"PTPN6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPN9",1831.59321421655,2034.44466451916,1627.7162031815,1501.72747050163,1666.32041347636,1566.7501317387,1507.88504478471,1944.63493775017,1879.93701083661,1654.72575211453
"PTPRA",5524.26787322255,5717.81540035933,5246.76860004627,5782.86141003412,6101.92922246821,4860.91069920177,6149.2867384733,6559.67201120893,6718.18292236964,6052.80670342169
"PTPRB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRC",954.911682005408,575.13402236647,1187.44883437915,1728.39475768122,1347.53118022285,825.249451352683,546.553644131788,830.339910446876,904.15825153781,497.698347941212
"PTPRCAP",282.088786774989,203.605757133279,294.166350358217,624.528887205166,281.31667965994,460.249523518264,226.72088447375,295.292367824516,265.487366122696,235.588920844876
"PTPRD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRE",1384.74398872032,1345.8000589063,1301.75705901595,1090.94920811267,1273.31203203528,1073.52091168633,1086.59566362291,1231.25881689665,1472.50934220865,1070.14183840218
"PTPRF",3437.03140004486,3857.57205648382,3539.76653554835,1472.46283815031,4567.39743150683,7401.74846029752,3959.25671707307,3184.95249244009,7054.67671688892,2619.41334135592
"PTPRG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRJ",410.145876743954,395.878472568453,779.722349525222,602.553246415774,631.492567765687,558.148929352083,339.408621550972,498.95991319871,536.990035884679,432.249512641285
"PTPRK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRN2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTPRS",5165.23695234949,5457.19483108504,2674.13195440933,1840.23938470048,4539.88816020456,2809.33272645683,7092.12941032603,4235.71982179279,4973.01821908319,3392.54886663281
"PTPRU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTRH2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTTG1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PTTG1IP",7677.40033536236,7938.47822515652,10434.4731875335,8741.89867814174,10085.70969401,10619.2200745516,7664.429637772,8694.7292644632,8470.27541604162,10919.7150132779
"PTX3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUF60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUM2",5020.82802114099,5251.06139393117,5317.94512805315,5169.78764225019,5419.41533808136,3659.30001423024,4818.06092053335,4996.60530334765,6376.05795323125,4547.05294473341
"PURA",469.088819137571,423.762667018078,509.909774159708,474.309906469573,370.828133856627,322.193166192865,475.403749152017,440.592258758789,477.111711673554,391.515336287389
"PURB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUS10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUS3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUS7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUS7L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PUSL1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PVR",1125.89377862585,1126.72088649636,1316.23098330565,901.598130828119,1321.63289377802,1591.68869489622,887.933307023972,856.753210315305,803.303621976947,852.717866201813
"PVRIG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PWP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PWP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PWWP2A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PWWP2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PXDC1",752.622177139593,1326.38097741406,874.750438731273,991.924604033072,1347.99396636268,1916.63252974058,1326.89437774584,1140.94045847135,838.431871351864,853.395503770831
"PXDN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PXK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PXMP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PXMP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PXN",8420.2881916258,7970.44734405228,6477.21585393544,5847.15117705711,7297.50207533783,5698.42322148059,6281.95223048445,7767.08983147856,6146.36876967799,6358.80729611861
"PYCARD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYCR1",306.378815737708,234.352456470597,288.141161381607,336.868958407306,294.525596058839,312.880668385141,89.999451119503,199.643143068193,159.328825769694,244.578263824272
"PYCR2",4219.99513348116,3071.80865089737,4227.57902331565,3174.74141299932,2872.06837066059,2899.68121623182,2912.23067139113,2911.03924673899,4137.24662247558,2950.23008534651
"PYGB",11876.7974188013,16177.1131765479,7771.55390935193,9914.17704592851,15141.4471665469,9841.89828090672,9913.92888643244,12128.374771933,11328.0994113522,9939.28738916196
"PYGL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYGM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYGO2",3020.62243663459,1881.99880301566,2519.46691310315,3074.12741926189,2265.64970153246,2004.81016180333,2103.47545920306,2398.00685064015,3200.36867939533,2467.94998911636
"PYROXD1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"PYROXD2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QDPR",2519.62050730952,2437.04131649886,1802.97610140557,1508.25147672844,1658.83211427868,1989.44205490721,5139.74993325382,2176.78678973058,3947.12750587268,3098.83181671215
"QKI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QPCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QPCTL",301.149909313247,290.943637245873,275.225119307694,376.93218087985,312.313057953453,379.321672795028,303.129582433284,315.553046436106,253.75252099936,372.815866878841
"QPRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QRICH1",2168.88216415923,2830.09418227133,1863.63312937352,2104.62208110968,2168.93263581201,1975.74576098855,2538.5857789693,2761.85461934581,2989.00371516571,2834.21712949084
"QRICH2",322.993165097194,277.792757891721,257.393954848597,212.165559691465,267.944786263102,281.819543513848,199.280478242872,242.531129177904,244.76377706571,260.694347662299
"QRSL1",588.558350047838,567.820936330519,569.141014906035,536.98236236866,506.167224518763,564.473229150311,481.63071444532,490.218255446097,439.669923701603,508.158973014019
"QSER1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QSOX1",13907.180215111,12052.855313252,16935.6697195402,12594.4864476974,10301.054837157,10598.5978328721,6263.53830442657,12178.3629522898,14922.7863216615,11679.9561547541
"QSOX2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"QTRT1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3HCC1",727.754807004692,1197.96617056537,623.854653005061,1061.49528530206,682.050595154498,1269.08573864135,1373.85044581224,1051.73956216301,804.087265476843,808.793817803633
"R3HCC1L",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3HDM1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3HDM2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"R3HDM4",4440.98546237948,3898.60789721863,4230.28689711723,3886.04743582431,4045.80408112382,5658.3070103562,2699.32073128276,3468.25368889535,3932.68868009028,4958.87302779115
"RAB10",3699.8901808437,3793.44200635582,4796.36256153354,4228.23607617671,4666.81096483746,3315.35959617969,3930.70318630793,3796.07069648291,4160.19353203567,3782.45455436104
"RAB11A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11B",48371.6639780783,24456.9495945243,24361.5289457583,22832.4263075857,30427.7553661215,35942.2795029159,16345.7977351611,28973.8474507443,37757.3598131163,35613.8948099866
"RAB11FIP1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11FIP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11FIP3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11FIP4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB11FIP5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB12",1773.38006408942,1731.56541574904,2407.1406356706,1333.33780448398,1615.38774643429,1858.30937758554,2039.42285645645,1542.50745812265,1233.12688608248,1673.38711474046
"RAB13",1707.46485840869,1397.86426495295,1651.1637251509,1792.22339607989,1286.2029587105,1697.97299937524,1498.18003621432,1562.10770667809,1736.4330371695,1501.82991008242
"RAB14",5731.98883433862,5764.91486331208,5364.84475726456,6505.31572039568,6237.88927599956,4425.08925716807,5223.19224348931,5670.48737000245,6773.35614212439,5799.910103317
"RAB15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB1A",8934.34625825937,8850.1674542961,10302.510221189,9747.0087523098,10333.3242405175,8275.0967902452,8148.20213907949,7856.00788407162,8680.02555843392,9034.94638334565
"RAB1B",4157.18294249177,3503.6364851604,4458.25966580873,4567.66516024506,4506.72166567261,4276.53806618586,4218.74165107092,3976.15285094657,3839.70727640911,3986.44401679319
"RAB20",524.764764437064,328.931352682088,691.283655263017,619.739004708131,565.106066931189,782.57634039782,433.309369551775,424.031643860042,494.194397524556,562.118689109091
"RAB21",3528.39708247864,4464.35077108048,5209.66985599803,4557.47679558607,5244.0580937973,3595.76137860432,4974.41714030827,4519.40876908297,4780.02839344183,4329.47462900751
"RAB22A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB27A",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB2A",7840.78543040291,6388.20337242304,10804.0496677543,7779.52976489522,8436.26479713086,7550.07406612127,8310.52885645046,6707.01732021235,8323.0257730776,9336.69786869361
"RAB2B",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"RAB31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
